"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"SQ_CANDIDATO";"NR_ORDEM_BEM_CANDIDATO";"CD_TIPO_BEM_CANDIDATO";"DS_TIPO_BEM_CANDIDATO";"DS_BEM_CANDIDATO";"VR_BEM_CANDIDATO";"DT_ULT_ATUAL_BEM_CANDIDATO";"HH_ULT_ATUAL_BEM_CANDIDATO"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195148;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CAMINHAO L 1113 - FIPE 03/2024";"34814,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195148;4;13;"Terreno";"SOBRE CONTRATO BANCA";"160000,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195148;5;13;"Terreno";"1 ALQUEIRE ";"120000,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195148;6;13;"Terreno";"1,50 ALQUEIRE ";"380000,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195148;7;13;"Terreno";"2,50 ALQUEIRE";"150000,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195149;1;16;"Construção";"EM ANDAMENTO";"70000,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195149;2;12;"Casa";"CASA DE AVENARIA 50M²";"7000,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195149;3;13;"Terreno";"TERRENO 330 M²";"50000,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195149;4;13;"Terreno";"TERRENO URBANO 220 M²";"185000,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195149;5;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"JEEP COMPASS";"120176,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195149;6;39;"Outras participações societárias";"TITULAR EMPRESA INDIVIDUAL";"20000,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195149;7;49;"Outras aplicações e Investimentos";"BRASIL PREV SEGUROES E PREVIDENCIA EM 31/12/2023";"11141,07";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195149;8;45;"Aplicação de renda fixa (CDB, RDB e outros)";"POUPANÇA OURO 31/12/2023";"28729,19";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195149;9;45;"Aplicação de renda fixa (CDB, RDB e outros)";"BB RENDA FIXA";"22963,35";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195149;10;45;"Aplicação de renda fixa (CDB, RDB e outros)";"BANCO DO BRASIL - 31/07/2024";"10111,51";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195149;11;45;"Aplicação de renda fixa (CDB, RDB e outros)";"BANCO DO BRASIL RF DI AGIL 31/07/2024";"24140,27";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195149;12;63;"Dinheiro em espécie - moeda nacional";"DINHEIRO EM ESPECIE";"10000,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195150;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"VW GOL 1.0 - FIPE 10/0/2024";"12697,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195150;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"GM MONTANA CONQUEST - FIPE 10/08/2024";"29355,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195151;1;45;"Aplicação de renda fixa (CDB, RDB e outros)";"SALDO SICOOB CONTA CORRENTE EM 06/08/2024";"3486,70";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195152;1;45;"Aplicação de renda fixa (CDB, RDB e outros)";"Conta Sicoob 31/07/2024";"13220,40";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195152;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"GM PRISMA 2010 - FIPE 08/08/2024";"24419,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195152;3;16;"Construção";"CASA RESIDENCIAL EM ANDAMENTO 31/12/2023";"350000,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195152;4;13;"Terreno";"977 M² COM MELHORIAS 31/12/2023";"180000,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195153;1;45;"Aplicação de renda fixa (CDB, RDB e outros)";"BRADESCO";"2423,82";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195153;2;45;"Aplicação de renda fixa (CDB, RDB e outros)";"BANCO DO BRASIL";"844,87";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195154;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"VW SAVEIRO 1.6 2010 - FIPE 10/08/2024";"35291,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195154;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"HONDA/PCX 150 - FIPE 10/08/2024";"15358,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195154;3;12;"Casa";"CASA ALVENARIA 105,88M² - CARNE IPTU VALOR VENAL";"20467,80";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80632";"CAMPO ALEGRE";240002195154;4;13;"Terreno";"4.104,00 M² TERRENO RURAL - VALOR DE COMPRA 2018";"60000,00";"06/10/2024";"19:30:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80985";"BOMBINHAS";240002194164;1;12;"Casa";"CASA EM ZIMBROS";"500000,00";"07/01/2025";"15:50:46"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80985";"BOMBINHAS";240002194164;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CARRO FOCUS";"38000,00";"07/01/2025";"15:50:46"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80985";"BOMBINHAS";240002194165;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CARRO T-CROSS";"98000,00";"07/01/2025";"15:50:46"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80985";"BOMBINHAS";240002194165;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"ONIX";"86000,00";"07/01/2025";"15:50:46"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80985";"BOMBINHAS";240002194165;3;12;"Casa";"CASA EM PONTE ALTA DO NORTE";"230000,00";"07/01/2025";"15:50:46"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"83330";"SÃO LOURENÇO DO OESTE";240002276258;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"TRATOR";"120000,00";"06/10/2024";"19:32:05"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"83330";"SÃO LOURENÇO DO OESTE";240002276258;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CORSA";"20000,00";"06/10/2024";"19:32:05"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"83330";"SÃO LOURENÇO DO OESTE";240002276258;4;14;"Terra nua";"TERRA RURAL";"1100000,00";"06/10/2024";"19:32:05"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"83330";"SÃO LOURENÇO DO OESTE";240002276258;5;61;"Depósito bancário em conta corrente no País";"CONTA BANCÁRIA";"1500,00";"06/10/2024";"19:32:05"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"83330";"SÃO LOURENÇO DO OESTE";240002276258;6;63;"Dinheiro em espécie - moeda nacional";"ESPECIE";"3000,00";"06/10/2024";"19:32:05"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"83836";"XANXERÊ";240002393875;1;39;"Outras participações societárias";"EMPRESA INDIVIDUAL EM NOME EDILSON MARCIOCNPJ-
NO.
13.169.598/0001-99, REGISTRADO NA JUNTA
COMERCIAL DO
ESTADO DE SANTA CATARINA SOB NO.42104052401
EM
28/01/2011.-";"100000,00";"22/09/2024";"14:56:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"83836";"XANXERÊ";240002393875;2;39;"Outras participações societárias";"QUOTAS DE CAPITA NA EMPRESA NEDE IMOVEIS E
LOCACAO
LTDA, CNPJ: 19.457.080/0001-3";"87750,00";"22/09/2024";"14:56:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"83836";"XANXERÊ";240002393875;3;39;"Outras participações societárias";"QUOTAS DE CAPITAL LOJA DE CONVENIENCIA
MARCIO
LTDA,CNPJ:13.868.582/0001-74";"99000,00";"22/09/2024";"14:56:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"83836";"XANXERÊ";240002393875;4;63;"Dinheiro em espécie - moeda nacional";"moeda corrente";"78000,00";"22/09/2024";"14:56:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"83836";"XANXERÊ";240002393877;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"I/CITROEN C4 16GLX5P F renavan 00346628059 Placa HDI0876 ";"26645,00";"22/09/2024";"14:56:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"82112";"MELEIRO";240002321161;1;13;"Terreno";"Terreno urbano";"62000,00";"06/10/2024";"20:21:50"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"82112";"MELEIRO";240002321161;2;13;"Terreno";"Terreno urbano";"62000,00";"06/10/2024";"20:21:50"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"82112";"MELEIRO";240002321161;3;13;"Terreno";"Terreno urbano";"143000,00";"06/10/2024";"20:21:50"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"82112";"MELEIRO";240002321161;4;13;"Terreno";"Terreno urbano";"27000,00";"06/10/2024";"20:21:50"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"82112";"MELEIRO";240002321161;5;13;"Terreno";"Terreno urbano";"68735,00";"06/10/2024";"20:21:50"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"82112";"MELEIRO";240002321161;6;13;"Terreno";"Terreno urbano";"47000,00";"06/10/2024";"20:21:50"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"82112";"MELEIRO";240002321161;7;13;"Terreno";"Terreno urbano";"240000,00";"06/10/2024";"20:21:50"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"82112";"MELEIRO";240002321161;8;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"Automóvel";"85000,00";"06/10/2024";"20:21:50"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"82112";"MELEIRO";240002321161;9;41;"Caderneta de poupança";"Saldo em conta poupança";"62000,00";"06/10/2024";"20:21:50"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"82112";"MELEIRO";240002321161;10;63;"Dinheiro em espécie - moeda nacional";"Disponibilidade Financeira";"2000,00";"06/10/2024";"20:21:50"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80985";"BOMBINHAS";240002194166;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"carro";"100000,00";"07/01/2025";"15:50:46"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80985";"BOMBINHAS";240002194167;1;15;"Sala ou conjunto";"sala comercial no centro de Bombinhas";"700000,00";"22/09/2024";"18:30:42"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80985";"BOMBINHAS";240002194167;2;12;"Casa";"sobrado na praia de quatro ilhas";"500000,00";"22/09/2024";"18:30:42"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80985";"BOMBINHAS";240002194167;3;12;"Casa";"residencial no bairro josé amandio";"200000,00";"22/09/2024";"18:30:42"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80985";"BOMBINHAS";240002194168;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CARRO CELTA 2011";"26000,00";"07/01/2025";"15:50:46"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80985";"BOMBINHAS";240002194169;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CARRO PALIO 2007";"12000,00";"07/01/2025";"15:50:45"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80985";"BOMBINHAS";240002194169;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CARRO PEOGET";"13000,00";"07/01/2025";"15:50:45"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80985";"BOMBINHAS";240002194170;1;12;"Casa";"terreno zimbros";"300000,00";"07/01/2025";"15:50:46"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80985";"BOMBINHAS";240002194170;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"carro saveiro";"60000,00";"07/01/2025";"15:50:46"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"83836";"XANXERÊ";240002393877;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"PEUGEOT/208 ALLURE MT - Reanavan 01172968273 Placa BCQ2E36 ";"54000,00";"22/09/2024";"14:56:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"83836";"XANXERÊ";240002393878;1;13;"Terreno";"Terreno com construçao no Bairro Matinho Matricual 902 registro de moveis de Xanxere";"13000,00";"22/09/2024";"14:56:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"83836";"XANXERÊ";240002393878;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"Veiculo Peugeot ano 2008 placa MGF 2213 - REBAVN 126143528";"17500,00";"22/09/2024";"14:56:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"80454";"BIGUAÇU";240002394633;1;11;"Apartamento";"Apartamento";"115000,00";"03/12/2024";"17:31:10"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"82511";"BALNEÁRIO PIÇARRAS";240002194215;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"FOR FIESTA SEDAN 1.6 FLEX ANO 2006 2007";"20000,00";"06/10/2024";"20:23:24"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"82511";"BALNEÁRIO PIÇARRAS";240002194216;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTO HONDA ELITE";"11000,00";"06/10/2024";"20:23:24"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"81442";"PAIAL";240002202461;4;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CHEVROLET CORSA SEDAM 2007 ";"18000,00";"06/10/2024";"19:14:38"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"81442";"PAIAL";240002202462;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"RENAULT/KWID ZEN 10MT";"40000,00";"06/10/2024";"19:14:38"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"81442";"PAIAL";240002202462;2;63;"Dinheiro em espécie - moeda nacional";"saldo disponível em esp´écie";"2600,00";"06/10/2024";"19:14:38"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"81442";"PAIAL";240002202463;1;14;"Terra nua";"Imóveis Rurais";"168000,00";"06/10/2024";"19:14:38"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"81442";"PAIAL";240002202463;2;63;"Dinheiro em espécie - moeda nacional";"Saldo em mãos ";"2469,00";"06/10/2024";"19:14:38"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"81442";"PAIAL";240002202464;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTOCICLETA YAMAHA FZ25 FAZER 2023/2024";"24750,00";"06/10/2024";"19:14:38"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"81442";"PAIAL";240002202464;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"GM/CORSA HATCH MAXX 2011";"27000,00";"06/10/2024";"19:14:38"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"81442";"PAIAL";240002202464;3;63;"Dinheiro em espécie - moeda nacional";"VALOR DISPONÍVEL EM ESPÉCIE";"2600,00";"06/10/2024";"19:14:38"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"SC";"82376";"PALMITOS";240002233636;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"Fiat/Fiorino, Placa AFW6D86";"12257,00";"06/10/2024";"23:38:26"
