"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"SQ_CANDIDATO";"NR_ORDEM_BEM_CANDIDATO";"CD_TIPO_BEM_CANDIDATO";"DS_TIPO_BEM_CANDIDATO";"DS_BEM_CANDIDATO";"VR_BEM_CANDIDATO";"DT_ULT_ATUAL_BEM_CANDIDATO";"HH_ULT_ATUAL_BEM_CANDIDATO"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90077";"ALTO GARÇAS";110002184474;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"Vw gol ano 1993";"12000,00";"06/10/2024";"18:41:45"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319869;1;19;"Outros bens imóveis";"2 IMOVEIS URBANOS";"43000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319869;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"FIAT SIENA";"36000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319869;3;32;"Quotas ou quinhões de capital";"QUOTAS DE EMPRESA";"2000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319869;4;63;"Dinheiro em espécie - moeda nacional";"DISPONIBILIDADES";"5000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319870;1;14;"Terra nua";"SITIO";"70000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319870;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CARRO PASSEIO";"46000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319870;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTOCICLETA";"6000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319870;4;63;"Dinheiro em espécie - moeda nacional";"DISPONIBILIDADES";"5500,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319871;1;14;"Terra nua";"SITIO";"200000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319871;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTOCICLETA";"10000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319871;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTOCICLETA";"10000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319871;4;99;"OUTROS BENS E DIREITOS";"SEMOVENTES";"150000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319871;5;63;"Dinheiro em espécie - moeda nacional";"DISPONIBILIDADES";"4500,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319872;1;14;"Terra nua";"SITIO";"500000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319872;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CARRO PASSEIO";"60000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319872;3;29;"Outros bens móveis";"SEMOVENTES";"200000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319872;4;63;"Dinheiro em espécie - moeda nacional";"DISPONIBILIDADES";"5400,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319873;1;14;"Terra nua";"IMOVEL RURAL";"250000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319873;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"VEICULO PASSEIO";"54000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319874;1;14;"Terra nua";"SITIO";"2150000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319874;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"FIAT STRADA";"50000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319874;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CAMIONETE";"130000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319874;4;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"VEICULO PASSEIO";"60000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319874;5;63;"Dinheiro em espécie - moeda nacional";"DISPONIBILIDADES";"9800,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319875;1;12;"Casa";"CASA";"220000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319875;2;23;"Embarcação";"BARCO, MOTOR, REBOQUE";"25000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319875;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTOCICLETA";"14000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319875;4;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CAMIONETE 2011";"60000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319875;5;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"ONIX 2022";"90000,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90867";"NOVA LACERDA";110002319875;6;63;"Dinheiro em espécie - moeda nacional";"DISPONIBILIDADES";"6500,00";"06/10/2024";"19:35:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90310";"BARÃO DE MELGAÇO";110002176496;1;12;"Casa";"COMUNIDADE ESTIRÃO COMPRIDO - BARÃO DE MELGAÇO/MT";"350000,00";"13/05/2025";"12:02:16"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"98612";"ALTO TAQUARI";110002312798;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"TOYOTA HILUX 4X4 DIESEL 2021/2021 COR BRANCA PLACA RCK1C70";"249000,00";"06/10/2024";"18:11:57"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90964";"NOVA NAZARÉ";110002177627;1;12;"Casa";"um imóvel residencial - Nova Nazaré - MT";"110000,00";"06/10/2024";"19:42:19"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90964";"NOVA NAZARÉ";110002177627;2;12;"Casa";"um imovel residencial - Nova Nazaré - MT";"90692,49";"06/10/2024";"19:42:19"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90964";"NOVA NAZARÉ";110002177627;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"uma moto Honda Bros - Ano 2023/2023";"15000,00";"06/10/2024";"19:42:19"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"98876";"PORTO ESPERIDIÃO";110002388669;1;32;"Quotas ou quinhões de capital";"cota capital social empresa";"80000,00";"17/12/2024";"15:00:09"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"98876";"PORTO ESPERIDIÃO";110002388669;2;19;"Outros bens imóveis";"Imóvel residencial - casa";"300000,00";"17/12/2024";"15:00:09"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"98876";"PORTO ESPERIDIÃO";110002388669;3;19;"Outros bens imóveis";"àrea de terra rural 15 ha";"800000,00";"17/12/2024";"15:00:09"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"98876";"PORTO ESPERIDIÃO";110002388669;4;19;"Outros bens imóveis";"50% Área terra 1.736 ha";"14000000,00";"17/12/2024";"15:00:09"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"98876";"PORTO ESPERIDIÃO";110002388669;5;99;"OUTROS BENS E DIREITOS";"50% gado de corte";"750000,00";"17/12/2024";"15:00:09"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90468";"BRASNORTE";110002389326;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"CHEVROLET CRUZE";"40000,00";"15/01/2026";"13:05:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90468";"BRASNORTE";110002389326;2;99;"OUTROS BENS E DIREITOS";"100 SEMOVENTES";"200000,00";"15/01/2026";"13:05:28"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89877";"ALTA FLORESTA";110002391415;1;39;"Outras participações societárias";"TITULAR DO MICROEMPREENDEDOR INDIVIDUAL COM CAPITAL SOCIAL CNPJ 42.123.113/0001-24";"20000,00";"11/03/2025";"13:17:46"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89877";"ALTA FLORESTA";110002391415;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"VEICULO HILLUX CD 4X4 SRV ANO 2012/2012";"108615,00";"11/03/2025";"13:17:46"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89877";"ALTA FLORESTA";110002391416;1;13;"Terreno";"LOTE URBANO QUADRA H SETOR SE-3 EM ALTA FLORESTA";"143384,70";"11/03/2025";"13:17:47"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89877";"ALTA FLORESTA";110002391416;2;13;"Terreno";"LOTE URBANO RUA A 02 JARDIM EUROPA EM ALTA FLORESTA - MT";"47242,11";"11/03/2025";"13:17:47"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89877";"ALTA FLORESTA";110002391416;3;13;"Terreno";"LOTE URBANO NA RUA A 02 JARDIM EUROPA EM ALTA FLORESTA - MT";"50241,91";"11/03/2025";"13:17:47"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89877";"ALTA FLORESTA";110002391416;4;19;"Outros bens imóveis";"LOTE RURAL COM AREA DE 60,00 HAS NA GLEBA DIVISA NO MUNICIPIO DE NOVO MUNDO - MT";"105000,00";"11/03/2025";"13:17:47"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89877";"ALTA FLORESTA";110002391416;5;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"VEICULO HYUNDAI HB 20X ANO 2018/2018 ";"40000,00";"11/03/2025";"13:17:47"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89877";"ALTA FLORESTA";110002391416;6;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"VEICULO FIAT UNO DRIVE 1.0 ANO 2017/2018";"34000,00";"11/03/2025";"13:17:47"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90344";"PLANALTO DA SERRA";110002397506;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTO CG 160 FAN";"12500,00";"06/10/2024";"19:22:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90344";"PLANALTO DA SERRA";110002397506;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"VEÍCULO VOYAGE ";"49000,00";"06/10/2024";"19:22:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"90344";"PLANALTO DA SERRA";110002397506;3;12;"Casa";"CASA URBANA ";"70000,00";"06/10/2024";"19:22:12"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"99015";"COMODORO";110002397557;1;12;"Casa";"Jardim Senador Jonas Pinheiro";"50000,00";"06/10/2024";"19:33:03"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89796";"COLÍDER";110002384417;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"HONDA/BIZ 125 EX 2014/14";"8000,00";"07/10/2024";"11:51:10"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89893";"ARAPUTANGA";110002388656;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTO";"15000,00";"06/10/2024";"19:37:21"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89893";"ARAPUTANGA";110002388656;2;12;"Casa";"RESIDENCIAL E COMERCIAL";"1500000,00";"06/10/2024";"19:37:21"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;1;12;"Casa";"IMOVEL RESIDENCIAL SANTO ANTONIO DO LESTE ";"133573,04";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;2;12;"Casa";"IMOVEL RESIDENCIA PRIMAVERA DO LESTE ";"3350000,00";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;3;13;"Terreno";"TERRENO NO MUNICIPIO DE SANTO ANTONIO DO LESTE ";"35000,00";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;4;13;"Terreno";"LOTES MUNICIPIO DE SANTO ANTONIO DO LESTE ";"30000,00";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;5;13;"Terreno";"04 LOTES NO MUNICIPIO DE SANTO ANTONIO LESTE R$ 3.000,00 -  CADA. ";"12000,00";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;6;19;"Outros bens imóveis";"IMOVEL RURAL COM AREA DE 200,00 HA  FAZENDA CANAA I E II EM VILA RICA/MT ";"7850000,00";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;7;19;"Outros bens imóveis";"IMOVEL RURAL AREA DE 781,0567 HA EM PRIMAVERA DO LESTE ";"1225005,26";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;8;19;"Outros bens imóveis";"IMOVEL RURAL COM AREA DE 612,0982 HA EM PRIMAVERA DO LESTE ";"788333,84";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;9;19;"Outros bens imóveis";"IMÓVEL RURAL COM 557,326 M EM MAMBORÉ-PR ";"20247,94";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;10;19;"Outros bens imóveis";"ARE A DE RESERVA LEGAL 269,0061 HA EM NOVO SANTO ANTONIO ";"375000,00";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;11;19;"Outros bens imóveis";"IMOVEL RURAL - FAZENDA CANAA III";"375000,00";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;12;19;"Outros bens imóveis";"IMOVEL RURAL FAZENDA CANAA IV ";"375000,00";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;13;19;"Outros bens imóveis";"IMOVEL RURAL FAZENDA CANAA V";"375000,00";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;14;19;"Outros bens imóveis";"IMOVEL RURAL FAZENDA CANAA VI";"375000,00";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;15;19;"Outros bens imóveis";"IMOVEL RURAL FAZENDA CANAA I";"218750,00";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;16;19;"Outros bens imóveis";"IMOVEL RURAL FAZENDA CANAA II ";"218750,00";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;17;19;"Outros bens imóveis";"IMOVEL RURAL FAZENDA CANAA";"250000,00";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;18;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"COROLLA XL ANO 2005/2006";"52000,00";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;19;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"JEE´P COMPASS ";"187983,59";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;28;45;"Aplicação de renda fixa (CDB, RDB e outros)";"APLICACOES RENDA FIXA - BANCO SANTANDER ";"739,90";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;29;59;"Outros créditos e poupança vinculados";"SALDO EM CONTA CORRENTE JUNTO AO PRIMACREDI";"2137,77";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;30;59;"Outros créditos e poupança vinculados";"CONTA CORRENTE - BANCO CAIXA ECONOMICA FEDERAL ";"1648,85";"06/10/2024";"18:22:53"
"27/01/2026";"19:30:09";2024;2;"Eleição Ordinária";619;"Eleições Municipais 2024";"06/10/2024";"MT";"89843";"SANTO ANTÔNIO DO LESTE";110002392467;31;49;"Outras aplicações e Investimentos";"SALDO VGBL - CAIXA VIDA E PREVIDENCIA S/A ";"142500,00";"06/10/2024";"18:22:53"
